architecture,source_dataset,target_dataset,bootstrap_requested_replicates,metric,bootstrap_valid_replicates,ci_95_lower,ci_95_upper
inception_time,mimic_iv,mimic_iv,1000,auroc_lbbb,1000,0.9533513771229312,0.9736994134005572
inception_time,mimic_iv,mimic_iv,1000,auroc_normal,1000,0.9726225283464134,0.9820201918802041
inception_time,mimic_iv,mimic_iv,1000,auroc_rbbb,1000,0.9759521350017698,0.9855408080402703
inception_time,mimic_iv,mimic_iv,1000,macro_auroc,1000,0.9682207583683234,0.975749647548064
inception_time,mimic_iv,code_ii,1000,auroc_af_afl,1000,0.9574438785169632,0.9871053244530258
inception_time,mimic_iv,code_ii,1000,auroc_av_block_1,1000,0.8947344735811084,0.9573321884693903
inception_time,mimic_iv,code_ii,1000,auroc_lbbb,1000,0.9740036474327055,0.9924392517890102
inception_time,mimic_iv,code_ii,1000,auroc_normal,1000,0.5911125989823063,0.6212689322861907
inception_time,mimic_iv,code_ii,1000,auroc_rbbb,1000,0.9802051134544432,0.9946523340517106
inception_time,mimic_iv,code_ii,1000,macro_auroc,1000,0.8884304428115088,0.9039829269776029
inception_time,code_ii,ptbxl,1000,auroc_af_afl,1000,0.9648814300876575,0.9887162895431483
inception_time,code_ii,ptbxl,1000,auroc_av_block_1,1000,0.9054701423757334,0.9653006781861571
inception_time,code_ii,ptbxl,1000,auroc_lbbb,1000,0.9946656111630796,0.9985541236467539
inception_time,code_ii,ptbxl,1000,auroc_normal,1000,0.8831778260199517,0.908660556010733
inception_time,code_ii,ptbxl,1000,auroc_rbbb,1000,0.9946363961236251,0.9985434299106094
inception_time,code_ii,ptbxl,1000,macro_auroc,1000,0.9535541906145683,0.9677015098574074
inception_time,code_ii,cpsc2018,1000,auroc_af_afl,1000,0.9345693194129966,0.981606661845877
inception_time,code_ii,cpsc2018,1000,auroc_av_block_1,1000,0.9503914304878671,0.987803689635607
inception_time,code_ii,cpsc2018,1000,auroc_lbbb,1000,0.8427783842622317,0.9980897528885981
inception_time,code_ii,cpsc2018,1000,auroc_normal,1000,0.8995609928118883,0.9465561178497551
inception_time,code_ii,cpsc2018,1000,auroc_rbbb,1000,0.8762025610136775,0.938494899188828
inception_time,code_ii,cpsc2018,1000,macro_auroc,1000,0.9201884213656769,0.9566164819348137
inception_time,code_ii,georgia,1000,auroc_af_afl,1000,0.8770323144346109,0.9703164349131868
inception_time,code_ii,georgia,1000,auroc_av_block_1,1000,0.9538575860703608,0.9816312322716962
inception_time,code_ii,georgia,1000,auroc_lbbb,1000,0.9892787489764836,0.9979129055596616
inception_time,code_ii,georgia,1000,auroc_normal,1000,0.8681634055883177,0.9125846620730576
inception_time,code_ii,georgia,1000,auroc_rbbb,1000,0.9019186916469033,0.9869570160293751
