architecture,task,source_dataset,target_dataset,status,detail,record_count,macro_auroc,auroc_NSR,auroc_AFIB_AFL,auroc_IAVB,auroc_LBBB,auroc_RBBB,is_diagonal,in_distribution_auroc,gap,PS,DS,LS,shift_vector,weight_w_ij
inception_time,five_label,mimic_iv,cpsc2018,COMPLETE,,688,0.9043103657366992,0.7126039538955355,0.984779586398656,0.964759199134199,0.8869226907630523,0.9724863984920532,False,0.9720844898377262,0.06777412410102701,0,0,1,"(0,0,1)",3
inception_time,five_label,mimic_iv,georgia,COMPLETE,,1034,0.9038795359953996,0.6813138200565441,0.9312922297297298,0.9523877376541952,0.9963445576914808,0.9580593348450492,False,0.9720844898377262,0.06820495384232661,0,0,1,"(0,0,1)",3
inception_time,five_label,mimic_iv,code_ii,COMPLETE,,5000,0.8964324468309146,0.6065973846786119,0.9741519971609328,0.927920008524158,0.9843877135882833,0.9891051302025876,False,0.9720844898377262,0.07565204300681161,1,1,1,"(1,1,1)",6
inception_time,five_label,code_ii,ptbxl,COMPLETE,,2198,0.9615277262188352,0.8963062460848984,0.9788320325056096,0.9391252143057688,0.9967005251520176,0.9966746130458816,False,0.9493424733373604,-0.012185252881474762,0,1,1,"(0,1,1)",5
inception_time,five_label,code_ii,cpsc2018,COMPLETE,,688,0.9416020360992654,0.9245787131601984,0.9614421016045878,0.9711061507936508,0.941547439759036,0.9093357751788544,False,0.9493424733373604,0.007740437238095033,1,1,1,"(1,1,1)",6
inception_time,five_label,code_ii,georgia,COMPLETE,,1034,0.9464033996832636,0.8911192416431066,0.927730855855856,0.9688895221810582,0.9940222766954802,0.9502551020408164,False,0.9493424733373604,0.0029390736540968465,1,1,1,"(1,1,1)",6
inception_time,five_label,code_ii,mimic_iv,COMPLETE,,5000,0.8976064031678576,0.8329390936662111,0.9609700588521448,0.8934990284974093,0.9195077320310964,0.8811161027924259,False,0.9493424733373604,0.05173607016950288,1,1,1,"(1,1,1)",6
transformer,five_label,ptbxl,cpsc2018,COMPLETE,,688,0.881442078774913,0.9127152028012838,0.9565617216011122,0.7668087121212122,0.867218875502008,0.9039058818489484,False,0.9473473195638702,0.06590524078895721,0,0,1,"(0,0,1)",3
transformer,five_label,ptbxl,georgia,COMPLETE,,1034,0.897754770955563,0.8461965740894728,0.8671030405405405,0.8354774796781066,0.9873134649292564,0.9526832955404384,False,0.9473473195638702,0.049592548608307196,0,0,1,"(0,0,1)",3
transformer,five_label,ptbxl,mimic_iv,COMPLETE,,5000,0.8244093790191653,0.7769632837247338,0.9409929510964432,0.7218290648231585,0.7930801829867251,0.8891814124647666,False,0.9473473195638702,0.12293794054470486,0,0,1,"(0,0,1)",3
transformer,five_label,ptbxl,code_ii,COMPLETE,,5000,0.8862946772953627,0.7597424303154166,0.9021324726254036,0.8139408733387578,0.9703882366616297,0.9852693735356056,False,0.9473473195638702,0.061052642268507484,0,1,1,"(0,1,1)",5
transformer,five_label,cpsc2018,ptbxl,COMPLETE,,2198,0.8795096151954016,0.832868355888523,0.9213854829498468,0.6818298576472065,0.992602093698176,0.968862285793256,False,0.9630679253770144,0.08355831018161275,0,0,1,"(0,0,1)",3
transformer,five_label,cpsc2018,georgia,COMPLETE,,1034,0.8598596570462188,0.7732579411275571,0.829173704954955,0.779967159277504,0.983679525222552,0.933219954648526,False,0.9630679253770144,0.10320826833079555,0,0,1,"(0,0,1)",3
transformer,five_label,cpsc2018,mimic_iv,COMPLETE,,5000,0.8644041730474695,0.7803907445334736,0.9196753116683676,0.7991972783847714,0.890170357273161,0.9325871733775742,False,0.9630679253770144,0.09866375232954483,0,0,1,"(0,0,1)",3
transformer,five_label,cpsc2018,code_ii,COMPLETE,,5000,0.8365902826229406,0.6864882512385633,0.8290413587871314,0.739137752334457,0.9762546495408578,0.9520294012136932,False,0.9630679253770144,0.1264776427540738,0,1,1,"(0,1,1)",5
transformer,five_label,georgia,ptbxl,COMPLETE,,2198,0.9049196982939582,0.849880812743577,0.8902623604639913,0.7963273815568604,0.992351610005528,0.9957763266998342,False,0.9068521403632606,0.0019324420693023203,0,0,1,"(0,0,1)",3
transformer,five_label,georgia,cpsc2018,COMPLETE,,688,0.8863579265427809,0.8751185439159614,0.9254185251694376,0.8181029040404041,0.8919741465863454,0.9211755130017564,False,0.9068521403632606,0.020494213820479668,0,0,1,"(0,0,1)",3
transformer,five_label,georgia,mimic_iv,COMPLETE,,5000,0.8388830523715436,0.7896991307021821,0.9069002947376452,0.7549252717391304,0.8808975330470658,0.8619930316316943,False,0.9068521403632606,0.06796908799171697,0,0,1,"(0,0,1)",3
transformer,five_label,georgia,code_ii,COMPLETE,,5000,0.8520681433812392,0.7041625750940108,0.8482476887969849,0.787112780425433,0.9563233755666628,0.9644942970231049,False,0.9068521403632606,0.05478399698202141,1,1,1,"(1,1,1)",6
transformer,five_label,mimic_iv,ptbxl,COMPLETE,,2198,0.8638921412586005,0.6953094454324165,0.9649072984705264,0.6698376951153218,0.99599657960199,0.9934096876727474,False,0.9485447804962632,0.08465263923766275,0,0,1,"(0,0,1)",3
transformer,five_label,mimic_iv,cpsc2018,COMPLETE,,688,0.9208264242082784,0.7356379486431281,0.9880886867867694,0.963395111832612,0.9326681726907632,0.9843422010881204,False,0.9485447804962632,0.027718356287984802,0,0,1,"(0,0,1)",3
transformer,five_label,mimic_iv,georgia,COMPLETE,,1034,0.8815152792529547,0.692286712123732,0.9000633445945946,0.8597280462484225,0.9932911882337764,0.962207105064248,False,0.9485447804962632,0.06702950124330853,0,0,1,"(0,0,1)",3
transformer,five_label,mimic_iv,code_ii,COMPLETE,,5000,0.8708026740572958,0.6177980066145892,0.924716142833635,0.8292201848192492,0.9921284726258282,0.9901505633931776,False,0.9485447804962632,0.0777421064389674,1,1,1,"(1,1,1)",6
transformer,five_label,code_ii,ptbxl,COMPLETE,,2198,0.93425630512144,0.9028604941541488,0.9605944382203054,0.8161659727241773,0.996467316196794,0.9951933043117744,False,0.9203393494539934,-0.013916955667446551,0,1,1,"(0,1,1)",5
transformer,five_label,code_ii,cpsc2018,COMPLETE,,688,0.923381664362426,0.9022924569594396,0.9519347737936628,0.8961151695526696,0.9449673694779116,0.9215985520284452,False,0.9203393494539934,-0.003042314908432542,1,1,1,"(1,1,1)",6
transformer,five_label,code_ii,georgia,COMPLETE,,1034,0.9053046534652268,0.8463529020455679,0.8922438063063064,0.863744928008251,0.9963660602932956,0.9278155706727136,False,0.9203393494539934,0.015034695988766611,1,1,1,"(1,1,1)",6
transformer,five_label,code_ii,mimic_iv,COMPLETE,,5000,0.8712463356423701,0.8107675526104474,0.9466572554106772,0.8032449125178343,0.8928096320619685,0.9027523256109224,False,0.9203393494539934,0.04909301381162334,1,1,1,"(1,1,1)",6
ecg_fm,five_label,ptbxl,cpsc2018,COMPLETE,,688,0.9194823104349046,0.7800645608403851,0.984779586398656,0.9598665223665224,0.9639809236947792,0.9087199588741808,False,0.9775844244829272,0.05810211404802257,0,0,1,"(0,0,1)",3
ecg_fm,five_label,ptbxl,georgia,COMPLETE,,1034,0.938731050646164,0.8421220688508233,0.9379504504504506,0.9742023911302908,0.9875284909474048,0.9518518518518516,False,0.9775844244829272,0.03885337383676313,0,0,1,"(0,0,1)",3
ecg_fm,five_label,ptbxl,mimic_iv,COMPLETE,,5000,0.7363508890122368,0.6490359472421502,0.8838483770352635,0.618870323177142,0.7952440290758048,0.7347557685308233,False,0.9775844244829272,0.24123353547069037,0,0,1,"(0,0,1)",3
ecg_fm,five_label,ptbxl,code_ii,COMPLETE,,5000,0.9243471022520756,0.693811679452355,0.9642598698232128,0.98313209539308,0.991780967879422,0.9887508987123084,False,0.9775844244829272,0.053237322230851536,0,1,1,"(0,1,1)",5
ecg_fm,five_label,cpsc2018,ptbxl,COMPLETE,,2198,0.919600495084404,0.8247657245197826,0.9616523684842888,0.8807265189574733,0.9947052929795468,0.9361525704809288,False,0.9823272481439524,0.06272675305954845,0,0,1,"(0,0,1)",3
ecg_fm,five_label,cpsc2018,georgia,COMPLETE,,1034,0.9281313420677176,0.8529186762015633,0.9423071509009008,0.936530554085413,0.9912699436631832,0.9176303854875284,False,0.9823272481439524,0.05419590607623481,0,0,1,"(0,0,1)",3
ecg_fm,five_label,cpsc2018,mimic_iv,COMPLETE,,5000,0.7626736736127679,0.7202429429025322,0.8203882143095604,0.6927957451002478,0.8511060593303584,0.7288354064211409,False,0.9823272481439524,0.2196535745311845,0,0,1,"(0,0,1)",3
ecg_fm,five_label,cpsc2018,code_ii,COMPLETE,,5000,0.9237910348433848,0.7345741572461011,0.959228059184244,0.970373706846449,0.9910399473052036,0.9637393036349254,False,0.9823272481439524,0.058536213300567685,0,1,1,"(0,1,1)",5
ecg_fm,five_label,georgia,ptbxl,COMPLETE,,2198,0.9456829986507604,0.8140846965244408,0.9668983294688192,0.9595761076696075,0.994022940851299,0.9938329187396352,False,0.9663832395790728,0.020700240928312352,0,0,1,"(0,0,1)",3
ecg_fm,five_label,georgia,cpsc2018,COMPLETE,,688,0.9410855784130892,0.8769331777064487,0.9772562706366216,0.9741387085137084,0.9447163654618476,0.9323833697468192,False,0.9663832395790728,0.025297661165983643,0,0,1,"(0,0,1)",3
ecg_fm,five_label,georgia,mimic_iv,COMPLETE,,5000,0.7562262785627306,0.6569657261697613,0.8533692614389683,0.6438733151235263,0.8340720159411747,0.7928510741402224,False,0.9663832395790728,0.21015696101634218,0,0,1,"(0,0,1)",3
ecg_fm,five_label,georgia,code_ii,COMPLETE,,5000,0.9239055770157322,0.7085658946823695,0.956175863566162,0.9826441357665932,0.9912021969080552,0.9809397941554806,False,0.9663832395790728,0.042477662563340624,1,1,1,"(1,1,1)",6
ecg_fm,five_label,mimic_iv,ptbxl,COMPLETE,,2198,0.8988350902168838,0.7046737380234676,0.9634686381410388,0.8412434812217371,0.9910819168048646,0.9937076768933112,False,0.9836359881109984,0.0848008978941146,0,0,1,"(0,0,1)",3
ecg_fm,five_label,mimic_iv,cpsc2018,COMPLETE,,688,0.9049556000448788,0.6628428654800117,0.9888851879742804,0.9368348665223664,0.957988202811245,0.9782268774364906,False,0.9836359881109984,0.07868038806611954,0,0,1,"(0,0,1)",3
ecg_fm,five_label,mimic_iv,georgia,COMPLETE,,1034,0.8905598839884405,0.6704839514385497,0.9420608108108108,0.8782654127481713,0.991420461875887,0.9705687830687832,False,0.9836359881109984,0.09307610412255785,0,0,1,"(0,0,1)",3
ecg_fm,five_label,mimic_iv,code_ii,COMPLETE,,5000,0.8906435212457389,0.6270694721519903,0.953580654690508,0.8885793231043435,0.99409726258282,0.9898908936990324,False,0.9836359881109984,0.09299246686525953,1,1,1,"(1,1,1)",6
ecg_fm,five_label,code_ii,ptbxl,COMPLETE,,2198,0.9625823240186604,0.9035482908084974,0.9715903594154232,0.9429035668843078,0.9984323175787728,0.9964370854063018,False,0.951675543324059,-0.010906780694601381,0,1,1,"(0,1,1)",5
ecg_fm,five_label,code_ii,cpsc2018,COMPLETE,,688,0.942356446546458,0.906897432156405,0.9823756009963504,0.9753449675324676,0.9646084337349398,0.8825557983121279,False,0.951675543324059,0.00931909677760101,1,1,1,"(1,1,1)",6
ecg_fm,five_label,code_ii,georgia,COMPLETE,,1034,0.9490703556454771,0.881041077665059,0.9299549549549552,0.9735374343524814,0.991893519115813,0.9689247921390778,False,0.951675543324059,0.002605187678581866,1,1,1,"(1,1,1)",6
ecg_fm,five_label,code_ii,mimic_iv,COMPLETE,,5000,0.6918535162810573,0.5936253740480104,0.7024603439559707,0.6228660382405947,0.8080255956891471,0.7322902294715636,False,0.951675543324059,0.2598220270430017,1,1,1,"(1,1,1)",6
